Brand,Model,Version,Price,Modèle,Main,Kilométrage,Carburant,Transmision,Puissance fiscale,Couleur extérieure,Etat du véhicule,Climatisation,Vitres électriques,Sièges électriques,Ordinateur de bord,Start & Stop,Régulateur de vitesse,Allumage auto. des feux,Détecteur de pluie,Commandes au volant,Ecran tactile,Rétroviseurs électriques,Ouverture auto. du coffre,Démarrage mains libres,Banquette arrière rabattable 1/3-2/3,Caméra de recul,Bluetooth,Jantes aluminium,Volant cuir,Feux de jour,Barres de toit,Toit,Airbags,ABS,ESP,Antipatinage,Architecture,Cylindrée,Conso. ville,Conso. route,Vitesse maxi.,Volume du réservoir
MITSUBISHI,Lancer 2005,1.3 GLX,46.000 DH,2005.0,Première,199.000 km,Essence,Manuelle,7 cv,Beige,Très bon,auto.,Electrique AV/AR,non,non,non,non,non,non,non,non,oui,non,non,non,non,non,oui,non,non,non,Rigide,oui,non,non,non,,,,,,
MITSUBISHI,Lancer 1998,1.3 GLX,35.000 DH,1998.0,Seconde,280.000 km,Essence,Manuelle,8 cv,Bleu foncé,Excellent,manuelle,Electrique AV/AR,non,non,non,non,non,non,non,non,non,oui,non,oui,non,non,oui,non,non,non,Rigide,oui,non,non,non,,,,,,
MITSUBISHI,Pajero 2008,3.2 DI-D GLS,90.000 DH,2008.0,Seconde,245.000 km,Diesel,Manuelle,13 cv,Jaune d'or,Excellent,auto.,Electrique AV/AR,Conducteur,oui,non,oui,non,non,oui,non,oui,non,non,non,non,non,oui,non,non,non,Rigide,oui,oui,oui,non,,,,,,
MITSUBISHI,Outlander 2014,2.2 DI-D Instyle 2WD,160.000 DH,2014.0,Première,79.000 km,Diesel,Manuelle,9 cv,Gris foncé,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
MITSUBISHI,Lancer EX 2008,1.5 l EX,55.000 DH VENDUE,2008.0,Première,154.000 km,Essence,Manuelle,9 cv,Gris foncé,Très bon,auto.,Electrique AV/AR,non,oui,non,non,non,non,non,non,non,non,non,non,non,non,oui,non,non,non,Rigide,oui,oui,non,non,,,,,,
MITSUBISHI,Outlander 2015,2.2 DI-D Instyle 4WD BA,180.000 DH,2015.0,Première,151.000 km,Diesel,Manuelle,9 cv,Gris,Très bon,auto. Bi-zone,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Rigide,oui,oui,oui,non,,,,,,
MITSUBISHI,Pajero Sport 2020,2.5 DI-D Pack,125.000 DH,2020.0,Seconde,160.000 km,Diesel,Automatique,9 cv,Blanc cassé,Très bon,manuelle,Electrique AV/AR,non,oui,non,non,non,non,non,non,oui,non,non,non,non,non,oui,non,non,non,Rigide,oui,oui,non,oui,,,,,,
MITSUBISHI,Outlander 2015,2.2 DI-D Intense 2WD,180.000 DH,2015.0,Première,164.000 km,Diesel,Manuelle,8 cv,Noir,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,non,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
MITSUBISHI,Lancer 2012,Autre version,75.000 DH,2012.0,Première,223.000 km,Diesel,Manuelle,8 cv,Gris,Excellent,auto.,Electrique AV/AR,Conducteur,oui,non,non,oui,oui,oui,non,non,oui,oui,oui,non,oui,oui,non,non,non,Panoramique,oui,oui,non,non,,,,,,
MITSUBISHI,Colt 2017,1.1 Pack luxe,80.000 DH,2017.0,Première,15.000 km,Essence,Automatique,7 cv,Noir,Excellent,auto. Multi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
MITSUBISHI,Lancer 2008,1.3 GLX,37.000 DH VENDUE,2008.0,Seconde,49.000 km,Essence,Automatique,-,Blanc,Excellent,auto.,Electrique AV/AR,Conducteur,oui,non,non,non,non,non,non,non,non,non,non,non,non,oui,non,non,non,Panoramique,oui,oui,oui,non,,,,,,
MITSUBISHI,Lancer 2012,Autre version,100.000 DH VENDUE,2012.0,Première,150.000 km,Diesel,Automatique,8 cv,Gris foncé,Excellent,auto.,Electrique AV/AR,non,oui,non,oui,non,non,oui,non,oui,oui,non,oui,non,oui,non,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
MITSUBISHI,Colt 1998,Autre version,30.000 DH VENDUE,1998.0,Seconde,198.000 km,Essence,Automatique,5 cv,Gris clair,Très bon,non,Electrique AV,non,non,non,non,non,non,oui,non,non,non,non,non,non,non,non,non,non,non,Rigide,non,non,non,non,,,,,,
MITSUBISHI,L 200 2018,Autre version,70.000 DH VENDUE,2018.0,Seconde,140.000 km,Diesel,Automatique,10 cv,Blanc,Comme neuve,auto. Multi-zone,Electrique AV,Conducteur,non,non,non,oui,oui,non,non,non,non,non,non,non,non,oui,non,oui,non,Rigide,oui,oui,oui,non,,,,,,
MITSUBISHI,L 200 2013,DC 4X4 DI-D Pack Luxe,129.000 DH VENDUE,2013.0,Seconde,120.000 km,Diesel,Automatique,10 cv,Blanc,Très bon,auto.,Electrique AV/AR,non,oui,non,non,non,non,non,non,oui,non,non,oui,non,non,oui,non,non,oui,Rigide,oui,oui,oui,oui,,,,,,
MITSUBISHI,Pajero 2011,Autre version,130.000 DH VENDUE,2011.0,Seconde,184.000 km,Diesel,Automatique,10 cv,Bleu foncé,Très bon,manuelle,-,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
MITSUBISHI,L 200 2014,Autre version,150.000 DH VENDUE,2014.0,Seconde,56.000 km,Diesel,Manuelle,10 cv,-,-,non,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,non,non,non,non,,,,,,
NISSAN,Qashqai 2018,1.5 dCi 110 Smart,195.000 DH,2018.0,Première,69.100 km,Diesel,Manuelle,6 cv,Gris,Excellent,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,oui,non,non,non,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2016,1.6 dCi 130 CVT Tekna,190.000 DH,2016.0,Première,33.000 km,Diesel,Automatique,6 cv,Gris foncé,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Panoramique,oui,oui,oui,oui,,,,,,
NISSAN,X-Trail 2009,2.0 dCi Elegance,75.000 DH,2009.0,Première,220.000 km,Diesel,Manuelle,8 cv,Noir,Très bon,auto.,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,oui,non,non,non,,,,,,
NISSAN,Note 2015,1.5 dCi Acenta,95.000 DH,2015.0,Première,55.000 km,Diesel,Manuelle,6 cv,Rouge,Très bon,auto.,Electrique AV/AR,non,non,oui,non,non,non,non,non,non,non,non,non,non,oui,non,non,non,non,Rigide,oui,non,non,non,,,,,,
NISSAN,Juke 2018,1.5 dCi 110 Acenta,155.000 DH,2018.0,Première,67.000 km,Diesel,Manuelle,6 cv,Blanc,Comme neuve,auto.,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,non,non,oui,non,oui,non,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2018,1.5 dCi 90 Acenta+,135.000 DH,2018.0,Première,117.000 km,Diesel,Manuelle,6 cv,Rouge,Comme neuve,auto.,Electrique AV/AR,non,oui,non,oui,oui,oui,oui,oui,oui,non,non,oui,non,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,X-Trail 2019,1.6 dCi 130 CVT Acenta,235.000 DH,2019.0,Première,65.000 km,Diesel,Automatique,6 cv,Gris,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Panoramique,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2017,1.5 dCi 110 Visia,180.000 DH,2017.0,Première,100.000 km,Diesel,Automatique,6 cv,Noir,Très bon,manuelle,Electrique AV/AR,,oui,oui,oui,non,oui,oui,oui,oui,non,non,non,non,oui,non,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2016,1.5 dCi 110 Acenta,175.000 DH,2016.0,Première,10.000 km,Diesel,Manuelle,6 cv,Autre couleur,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,non,oui,oui,oui,oui,non,oui,non,oui,oui,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2021,1.6 dCi 130 CVT Tekna,120.000 DH,2021.0,Première,300.000 km,Diesel,Automatique,6 cv,Noir,Très bon,auto.,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui,non,oui,oui,oui,Panoramique,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2006,1.2 Visia,47.000 DH,2006.0,Seconde,89.000 km,Essence,Manuelle,7 cv,Gris foncé,Bon,manuelle,Electrique AV,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,oui,oui,non,non,,,,,,
NISSAN,Qashqai 2017,1.6 dCi 130 Acenta++,178.000 DH,2017.0,Seconde,45.000 km,Diesel,Manuelle,6 cv,Gris,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2018,1.5 dCi 110 Smart,195.000 DH,2018.0,Première,51.000 km,Diesel,Manuelle,6 cv,Gris clair,Comme neuve,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2018,1.5 dCi 90 Acenta,130.000 DH,2018.0,Première,45.000 km,Diesel,Manuelle,6 cv,Rouge,Comme neuve,manuelle,Electrique AV,non,oui,oui,oui,oui,non,oui,oui,oui,non,non,oui,oui,oui,non,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2019,1.5 dCi 90 Acenta,132.000 DH VENDUE,2019.0,Première,44.048 km,Diesel,Manuelle,6 cv,Rouge,Comme neuve,manuelle,Electrique AV,non,oui,oui,oui,oui,non,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2021,1.5 dCi 90 Acenta+,145.000 DH,2021.0,Première,41.000 km,Diesel,Manuelle,6 cv,Rouge,Excellent,auto.,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,non,oui,non,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2021,1.5 dCi 90 Visia,125.000 DH,2021.0,Première,45.000 km,Diesel,Manuelle,6 cv,Rouge,Comme neuve,manuelle,Electrique AV,non,oui,non,non,oui,non,oui,non,oui,non,non,oui,non,non,non,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2012,1.5 dCi Confort,139.000 DH,2012.0,Première,136.000 km,Diesel,Manuelle,6 cv,Gris clair,Comme neuve,manuelle,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,oui,oui,oui,non,,,,,,
NISSAN,Juke 2015,1.5 dCi 110 Tekna,110.000 DH,2015.0,Première,99.000 km,Diesel,Manuelle,6 cv,Rouge,Excellent,auto.,Electrique AR,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,non,non,Rigide,oui,oui,non,oui,,,,,,
NISSAN,Qashqai 2015,1.5 l dCi Acenta,150.000 DH,2015.0,Première,62.000 km,Diesel,Manuelle,6 cv,Noir,Excellent,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,oui,non,non,non,non,oui,oui,non,oui,non,Panoramique,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2013,Autre version,140.000 DH,2013.0,Première,125.000 km,Diesel,Automatique,6 cv,Violet,Comme neuve,manuelle,-,Tous les passagers,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,non,non,non,Rigide,non,oui,oui,non,,,,,,
NISSAN,Micra 2018,1.5 dCi 90 Acenta+,145.000 DH,2018.0,Première,52.456 km,Diesel,Manuelle,6 cv,Noir,Excellent,auto.,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2013,1.5 dCi Elegance,145.000 DH,2013.0,Première,130.000 km,Diesel,Manuelle,6 cv,Bleu foncé,Comme neuve,manuelle,-,Conducteur et Passager,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Panoramique,non,non,non,non,,,,,,
NISSAN,Qashqai 2013,1.5 dCi Elegance,130.000 DH,2013.0,Première,124.000 km,Diesel,Manuelle,6 cv,Noir,Comme neuve,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,non,oui,non,non,non,non,oui,non,non,oui,non,Rigide,non,oui,oui,non,,,,,,
NISSAN,Qashqai 2013,1.5 dCi Elegance,130.000 DH,2013.0,Seconde,134.000 km,Diesel,Manuelle,6 cv,Gris,Excellent,auto. Bi-zone,Electrique AV/AR,Conducteur,non,non,oui,oui,oui,oui,non,oui,non,non,oui,non,oui,oui,non,non,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2018,1.5 dCi 90 Acenta,120.000 DH,2018.0,Première,49.700 km,Diesel,Manuelle,6 cv,Rouge,Excellent,manuelle,Electrique AV,non,oui,non,oui,oui,non,oui,oui,oui,non,non,oui,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Juke 2016,Autre version,140.000 DH,2016.0,Première,83.780 km,Diesel,Automatique,-,Noir,Très bon,manuelle,Electrique AV/AR,non,non,non,non,oui,non,non,non,non,non,non,non,non,non,non,non,oui,non,Rigide,oui,oui,non,non,,,,,,
NISSAN,Qashqai 2018,1.5 dCi 110 Smart,206.000 DH,2018.0,Première,59.000 km,Diesel,Manuelle,6 cv,Noir,Très bon,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,oui,non,non,non,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Note 2016,1.5 dCi Acenta,105.000 DH,2016.0,Première,26.000 km,Diesel,Manuelle,6 cv,Gris clair,Comme neuve,manuelle,Electrique AV/AR,non,non,oui,oui,oui,non,non,non,non,non,oui,non,non,oui,non,non,non,non,Rigide,oui,oui,non,non,,,,,,
NISSAN,Qashqai 2016,1.5 dCi 110 Acenta,195.000 DH,2016.0,Première,69.000 km,Diesel,Manuelle,6 cv,Noir,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2017,1.5 dCi 110 Smart,170.000 DH,2017.0,Première,73.000 km,Diesel,Manuelle,6 cv,Marron,Excellent,manuelle,Electrique AV/AR,non,oui,oui,oui,oui,non,oui,oui,non,non,oui,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Pathfinder 2006,Autre version,75.000 DH,2006.0,Seconde,340.583 km,Diesel,Manuelle,10 cv,Noir,Bon,manuelle,Electrique AV/AR,Conducteur,non,non,non,non,non,non,oui,non,non,non,non,non,non,non,non,non,non,Ouvrant,oui,oui,oui,non,,,,,,
NISSAN,Micra 2019,1.5 dCi 90 Visia+,130.000 DH,2019.0,Première,30.000 km,Diesel,Manuelle,6 cv,Bleu foncé,Comme neuve,auto.,Electrique AV,non,oui,non,oui,oui,oui,oui,non,oui,non,non,oui,non,oui,non,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2018,1.5 dCi 90 Visia,148.000 DH,2018.0,Première,17.300 km,Diesel,Manuelle,6 cv,Noir,Très bon,manuelle,Electrique AV,Conducteur,oui,non,non,oui,non,oui,non,oui,non,non,oui,non,non,non,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Note 2016,1.5 dCi Tekna,95.000 DH,2016.0,Seconde,170.000 km,Diesel,Manuelle,6 cv,Gris foncé,Excellent,auto.,Electrique AV/AR,Tous les passagers,non,non,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,X-Trail 2008,2.0 l Pack Confort,110.000 DH,2008.0,Seconde,300.000 km,Diesel,Manuelle,8 cv,Gris clair,Bon,manuelle,Electrique AV/AR,Conducteur et Passager,non,non,oui,non,non,non,non,oui,non,non,oui,non,non,oui,non,non,oui,Panoramique ouvrant,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2017,1.5 dCi 110 Smart,175.000 DH,2017.0,Première,100.000 km,Diesel,Manuelle,6 cv,Marron,Excellent,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,oui,non,non,non,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2016,1.5 dCi 110 Acenta,160.000 DH,2016.0,Première,170.000 km,Diesel,Manuelle,6 cv,Gris clair,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,non,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2018,1.5 dCi 90 Acenta,125.000 DH,2018.0,Première,58.000 km,Diesel,Manuelle,6 cv,Gris,Excellent,manuelle,Electrique AV,non,oui,oui,oui,oui,non,oui,oui,oui,non,oui,oui,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Juke 2013,1.5 dCi Elegance,120.000 DH,2013.0,Première,43.000 km,Diesel,Manuelle,6 cv,Bordeau,Excellent,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,non,oui,non,non,non,non,oui,oui,non,non,non,Rigide,oui,oui,oui,non,,,,,,
NISSAN,Micra 2013,1.2 Elegance,64.000 DH,2013.0,Seconde,129.000 km,Essence,Manuelle,7 cv,Noir,Comme neuve,manuelle,Electrique AV,non,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,non,non,non,Rigide,non,non,non,non,,,,,,
NISSAN,Qashqai 2017,1.5 dCi 110 Acenta++,182.000 DH,2017.0,Première,54.000 km,Diesel,Manuelle,6 cv,Gris foncé,Comme neuve,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2017,1.6 dCi 130 Tekna,215.000 DH,2017.0,Seconde,58.000 km,Diesel,Manuelle,6 cv,Noir,Comme neuve,auto. Bi-zone,Electrique AV/AR,Tous les passagers,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Panoramique,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2017,1.6 dCi 130 CVT Acenta++,198.000 DH,2017.0,Seconde,26.000 km,Diesel,Automatique,6 cv,Marron,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,non,oui,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2017,1.5 dCi 90 Acenta+,130.000 DH,2017.0,Première,65.000 km,Diesel,Manuelle,6 cv,Rouge,Comme neuve,auto.,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,non,oui,non,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2017,1.5 dCi 90 Acenta,120.000 DH,2017.0,Seconde,87.000 km,Diesel,Manuelle,6 cv,Gris foncé,Comme neuve,manuelle,Electrique AV,Conducteur et Passager,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2012,1.6 dCi 130 Acenta++,110.000 DH,2012.0,Première,200.000 km,Diesel,Manuelle,6 cv,Noir,Très bon,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,non,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2018,1.5 dCi 90 Acenta,135.000 DH,2018.0,Première,34.600 km,Diesel,Manuelle,6 cv,Rouge,Très bon,manuelle,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Juke 2014,1.0 DIG-T 117 Tekna,130.000 DH,2014.0,Première,70.000 km,Diesel,Manuelle,6 cv,Rouge,Excellent,auto.,Electrique AV/AR,,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2016,1.5 dCi 110 Visia,160.000 DH,2016.0,Première,11.500 km,Diesel,Manuelle,6 cv,Gris foncé,Très bon,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,non,oui,non,non,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,X-Trail 2007,2.0 dCi Elegance,85.000 DH,2007.0,Première,150.000 km,Diesel,Manuelle,9 cv,Noir,Très bon,auto. Bi-zone,Electrique AV/AR,Conducteur,oui,non,oui,non,non,non,non,non,oui,non,non,non,non,oui,oui,non,non,Panoramique,oui,oui,oui,oui,,,,,,
NISSAN,X-Trail 2016,1.6 dCi 130 Acenta,170.000 DH VENDUE,2016.0,Première,105.000 km,Diesel,Manuelle,6 cv,Blanc,Comme neuve,auto. Bi-zone,Electrique AV/AR,Tous les passagers,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,Panoramique ouvrant,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2012,Autre version,130.000 DH,2012.0,Première,79.000 km,Diesel,Manuelle,6 cv,Violet,Bon,manuelle,-,non,non,non,oui,non,oui,oui,non,oui,non,non,non,non,non,non,non,non,non,Rigide,oui,non,oui,non,,,,,,
NISSAN,Note 2016,1.5 dCi Tekna,110.000 DH,2016.0,Première,94.000 km,Diesel,Manuelle,6 cv,Bordeau,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,non,oui,oui,non,non,non,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,non,,,,,,
NISSAN,Qashqai 2018,1.6 dCi 130 Acenta++,245.000 DH,2018.0,Première,18.900 km,Diesel,Manuelle,6 cv,Gris,Comme neuve,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,non,oui,non,oui,oui,non,non,non,non,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Juke 2016,1.5 dCi Elegance,130.500 DH,2016.0,Première,80.000 km,Diesel,Manuelle,6 cv,Gris,Excellent,auto.,Electrique AV/AR,Conducteur et Passager,oui,oui,non,non,non,non,oui,oui,non,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Juke 2014,1.5 dCi Elegance,140.000 DH,2014.0,Seconde,70.000 km,Diesel,Manuelle,6 cv,Rouge,Excellent,auto.,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Patrol 2006,Autre version,70.000 DH,2006.0,Seconde,167.000 km,Diesel,Automatique,-,Gris,Excellent,non,-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Note 2016,1.5 dCi Tekna,110.000 DH,2016.0,Première,57.000 km,Diesel,Manuelle,6 cv,Bordeau,Excellent,auto.,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2017,1.6 dCi 130 Acenta,200.000 DH,2017.0,Seconde,26.000 km,Diesel,Manuelle,6 cv,Marron,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,non,oui,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2018,1.5 dCi 110 Smart,220.000 DH,2018.0,Seconde,24.500 km,Diesel,Manuelle,6 cv,Noir,Comme neuve,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2011,1.6 dCi 130 Acenta,125.000 DH,2011.0,Première,175.000 km,Diesel,Manuelle,6 cv,Beige,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,non,oui,non,non,oui,non,oui,non,oui,oui,non,oui,oui,non,non,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Juke 2013,1.5 dCi 110 Visia,110.000 DH,2013.0,Seconde,76.000 km,Diesel,Manuelle,6 cv,Blanc,Comme neuve,manuelle,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui,non,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2015,1.5 l dCi Acenta,160.000 DH,2015.0,Première,121.000 km,Diesel,Manuelle,6 cv,Marron,Très bon,manuelle,Electrique AV/AR,non,oui,oui,oui,non,non,oui,non,oui,non,non,oui,non,oui,non,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2015,1.6 dCi 130 CVT Acenta++,175.000 DH,2015.0,Seconde,75.000 km,Diesel,Automatique,6 cv,Noir,Très bon,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,oui,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2018,1.5 dCi 90 Acenta,147.000 DH,2018.0,Première,26.000 km,Diesel,Manuelle,6 cv,Rouge,Comme neuve,manuelle,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Qashqai 2016,1.5 dCi 110 Smart,169.500 DH,2016.0,Première,119.000 km,Diesel,Manuelle,6 cv,Marron,Excellent,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui,non,oui,oui,non,oui,oui,Rigide,oui,oui,oui,oui,,,,,,
NISSAN,Micra 2005,1.2 Visia,47.000 DH,2005.0,Seconde,121.500 km,Essence,Manuelle,7 cv,Beige,Très bon,non,Electrique AV,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Rigide,oui,oui,non,non,,,,,,
