Brand,Model,Version,Price,Modèle,Main,Kilométrage,Carburant,Transmision,Puissance fiscale,Couleur extérieure,Etat du véhicule,Climatisation,Vitres électriques,Sièges électriques,Ordinateur de bord,Start & Stop,Régulateur de vitesse,Allumage auto. des feux,Détecteur de pluie,Commandes au volant,Ecran tactile,Rétroviseurs électriques,Ouverture auto. du coffre,Démarrage mains libres,Banquette arrière rabattable 1/3-2/3,Caméra de recul,Bluetooth,Jantes aluminium,Volant cuir,Feux de jour,Barres de toit,Toit,Airbags,ABS,ESP,Antipatinage,Architecture,Cylindrée,Conso. ville,Conso. route,Vitesse maxi.,Volume du réservoir
BMW,Série 3,,596.000 DH *   * Prix public,,,,,,8 cv,,,auto. Tri-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,17 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres,1.995 cm³,"5,3 l/100 km","4,5 l/100 km",230 km/h,57 litre
BMW,Série 3,,654.000 DH *   * Prix public,,,,,,11 cv,,,auto. Bi-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,17 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.998 cm³,- l/100 km,- l/100 km,230 km/h,57 litre
BMW,Série 3,,676.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,17 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.998 cm³,- l/100 km,- l/100 km,230 km/h,57 litre
BMW,Série 3,,759.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,17 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres,1.998 cm³,- l/100 km,- l/100 km,230 km/h,57 litre
BMW,Série 3,,751.000 DH *   * Prix public,,,,,,17 cv,,,auto. Tri-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.998 cm³,"9,2 l/100 km","5,8 l/100 km",250 km/h,57 litre
BMW,Série 3,,764.000 DH *   * Prix public,,,,,,17 cv,,,auto. Tri-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,17 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.998 cm³,"9,2 l/100 km","5,8 l/100 km",250 km/h,57 litre
BMW,Série 4 Cabriolet,,616.000 DH *   * Prix public,,,,,,8 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres en ligne,1.995 cm³,"5,9 l/100 km","4,5 l/100 km",236 km/h,57 litre
BMW,Série 4 Cabriolet,,667.000 DH *   * Prix public,,,,,,8 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres en ligne,1.995 cm³,"5,9 l/100 km","4,5 l/100 km",236 km/h,57 litre
BMW,Série 4 Cabriolet,,696.000 DH *   * Prix public,,,,,,8 cv,,,auto. Tri-zone,Electrique AV,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres en ligne,1.995 cm³,"5,9 l/100 km","4,5 l/100 km",236 km/h,57 litre
BMW,Série 4 Cabriolet,,577.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,6 l/100 km","5,2 l/100 km",240 km/h,57 litre
BMW,Série 4 Cabriolet,,626.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,6 l/100 km","5,2 l/100 km",240 km/h,57 litre
BMW,Série 4 Cabriolet,,654.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,6 l/100 km","5,2 l/100 km",240 km/h,57 litre
BMW,Série 4 Cabriolet,,631.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,8 l/100 km","5,8 l/100 km",250 km/h,57 litre
BMW,Série 4 Cabriolet,,679.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,8 l/100 km","5,8 l/100 km",250 km/h,57 litre
BMW,Série 4 Cabriolet,,711.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,8 l/100 km","5,8 l/100 km",250 km/h,57 litre
BMW,Série 4 Cabriolet,,836.000 DH *   * Prix public,,,,,,17 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.998 cm³,"8,6 l/100 km","6,2 l/100 km",250 km/h,57 litre
BMW,Série 4 Cabriolet,,915.000 DH *   * Prix public,,,,,,17 cv,,,auto. Tri-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.998 cm³,"8,6 l/100 km","6,2 l/100 km",250 km/h,57 litre
BMW,Série 4 Coupé,,533.000 DH *   * Prix public,,,,,,8 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.995 cm³,"4,8 l/100 km","4,0 l/100 km",240 km/h,59 litre
BMW,Série 4 Coupé,,578.000 DH *   * Prix public,,,,,,8 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.995 cm³,"4,8 l/100 km","4,0 l/100 km",240 km/h,59 litre
BMW,Série 4 Coupé,,639.000 DH *   * Prix public,,,,,,8 cv,,,auto. Tri-zone,Electrique AV,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres,1.995 cm³,"4,8 l/100 km","4,0 l/100 km",240 km/h,59 litre
BMW,Série 4 Coupé,,499.900 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,6 l/100 km","5,2 l/100 km",240 km/h,59 litre
BMW,Série 4 Coupé,,544.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,6 l/100 km","5,2 l/100 km",240 km/h,59 litre
BMW,Série 4 Coupé,,607.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,6 l/100 km","5,2 l/100 km",240 km/h,59 litre
BMW,Série 4 Coupé,,559.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,8 l/100 km","5,8 l/100 km",250 km/h,59 litre
BMW,Série 4 Coupé,,598.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,8 l/100 km","5,8 l/100 km",250 km/h,59 litre
BMW,Série 4 Coupé,,671.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,8 l/100 km","5,8 l/100 km",250 km/h,59 litre
BMW,Série 4 Coupé,,771.000 DH *   * Prix public,,,,,,17 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.998 cm³,"8,6 l/100 km","6,2 l/100 km",250 km/h,59 litre
BMW,Série 4 Coupé,,881.000 DH *   * Prix public,,,,,,17 cv,,,auto. Tri-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.998 cm³,"8,6 l/100 km","6,2 l/100 km",250 km/h,59 litre
BMW,Série 4 Coupé,,1.141.000 DH *   * Prix public,,,,,,17 cv,,,auto. Tri-zone,Electrique AV,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,19 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.998 cm³,"11,4 l/100 km","8,3 l/100 km",250 km/h,59 litre
BMW,Série 4 Coupé,,1.281.000 DH *   * Prix public,,,,,,17 cv,,,auto. Tri-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,20 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.998 cm³,"11,4 l/100 km","8,3 l/100 km",250 km/h,59 litre
BMW,Série 4 Gran Coupé,,535.000 DH *   * Prix public,,,,,,8 cv,,,auto. Tri-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres en ligne,1.995 cm³,"5,8 l/100 km","4,2 l/100 km",235 km/h,60 litre
BMW,Série 4 Gran Coupé,,587.000 DH *   * Prix public,,,,,,8 cv,,,auto. Tri-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres en ligne,1.995 cm³,"5,8 l/100 km","4,2 l/100 km",235 km/h,60 litre
BMW,Série 4 Gran Coupé,,666.000 DH *   * Prix public,,,,,,8 cv,,,auto. Tri-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres en ligne,1.995 cm³,"5,8 l/100 km","4,2 l/100 km",235 km/h,60 litre
BMW,Série 4 Gran Coupé,,499.900 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,6 l/100 km","5,2 l/100 km",240 km/h,60 litre
BMW,Série 4 Gran Coupé,,550.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,6 l/100 km","5,2 l/100 km",240 km/h,60 litre
BMW,Série 4 Gran Coupé,,629.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,6 l/100 km","5,2 l/100 km",240 km/h,60 litre
BMW,Série 4 Gran Coupé,,553.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,8 l/100 km","5,8 l/100 km",250 km/h,60 litre
BMW,Série 4 Gran Coupé,,604.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,8 l/100 km","5,8 l/100 km",250 km/h,60 litre
BMW,Série 4 Gran Coupé,,692.000 DH *   * Prix public,,,,,,11 cv,,,auto. Tri-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,4 cylindres,1.998 cm³,"7,8 l/100 km","5,8 l/100 km",250 km/h,60 litre
BMW,Série 5,,499.900 DH *   * Prix public,,,,,,8 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,4 cylindres,1.995 cm³,"4,9 l/100 km","3,7 l/100 km",238 km/h,68 litre
BMW,Série 5,,571.000 DH *   * Prix public,,,,,,8 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,4 cylindres,1.995 cm³,"4,9 l/100 km","3,7 l/100 km",238 km/h,68 litre
BMW,Série 5,,632.000 DH *   * Prix public,,,,,,8 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,4 cylindres,1.995 cm³,"4,9 l/100 km","3,7 l/100 km",238 km/h,68 litre
BMW,Série 5,,685.000 DH *   * Prix public,,,,,,8 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,4 cylindres,1.995 cm³,"4,9 l/100 km","3,7 l/100 km",238 km/h,68 litre
BMW,Série 5,,683.000 DH *   * Prix public,,,,,,12 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,6 cylindres en ligne,2.993 cm³,"5,3 l/100 km","4,1 l/100 km",250 km/h,68 litre
BMW,Série 5,,735.000 DH *   * Prix public,,,,,,12 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,6 cylindres en ligne,2.993 cm³,"5,3 l/100 km","4,1 l/100 km",250 km/h,68 litre
BMW,Série 5,,778.000 DH *   * Prix public,,,,,,12 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,6 cylindres en ligne,2.993 cm³,"5,3 l/100 km","4,1 l/100 km",250 km/h,68 litre
BMW,Série 5,,521.000 DH *   * Prix public,,,,,,11 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,4 cylindres,1.998 cm³,"6,9 l/100 km","5,1 l/100 km",235 km/h,68 litre
BMW,Série 5,,567.000 DH *   * Prix public,,,,,,11 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,4 cylindres,1.998 cm³,"6,9 l/100 km","5,1 l/100 km",235 km/h,68 litre
BMW,Série 5,,626.000 DH *   * Prix public,,,,,,11 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,4 cylindres,1.998 cm³,"6,9 l/100 km","5,1 l/100 km",235 km/h,68 litre
BMW,Série 5,,675.000 DH *   * Prix public,,,,,,11 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,4 cylindres,1.998 cm³,"6,9 l/100 km","5,1 l/100 km",235 km/h,68 litre
BMW,Série 5,,647.000 DH *   * Prix public,,,,,,11 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,4 cylindres,1.998 cm³,- l/100 km,- l/100 km,235 km/h,68 litre
BMW,Série 5,,755.000 DH *   * Prix public,,,,,,11 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,4 cylindres,1.998 cm³,- l/100 km,- l/100 km,235 km/h,68 litre
BMW,Série 5,,795.000 DH *   * Prix public,,,,,,11 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,18 pouces,oui,oui,non,Rigide,7.0,oui,oui,oui,4 cylindres,1.998 cm³,- l/100 km,- l/100 km,235 km/h,68 litre
BMW,Série 7,,1.215.000 DH *   * Prix public,,,,,,12 cv,,,auto. Quadri-zone,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,19 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.993 cm³,"5,5 l/100 km","4,2 l/100 km",250 km/h,78 litre
BMW,Série 7,,1.270.000 DH *   * Prix public,,,,,,12 cv,,,auto. Quadri-zone,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,19 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.993 cm³,"5,5 l/100 km","4,2 l/100 km",250 km/h,78 litre
BMW,Série 7,,1.285.000 DH *   * Prix public,,,,,,12 cv,,,auto. Quadri-zone,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,19 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.993 cm³,"5,9 l/100 km","4,4 l/100 km",250 km/h,78 litre
BMW,Série 7,,1.335.000 DH *   * Prix public,,,,,,12 cv,,,auto. Quadri-zone,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,19 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.993 cm³,"5,9 l/100 km","4,4 l/100 km",250 km/h,78 litre
BMW,Série 7,,1.418.000 DH *   * Prix public,,,,,,17 cv,,,auto. Quadri-zone,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,19 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.998 cm³,- l/100 km,- l/100 km,250 km/h,78 litre
BMW,Série 7,,1.458.000 DH *   * Prix public,,,,,,17 cv,,,auto. Quadri-zone,Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,19 pouces,oui,oui,non,Panoramique ouvrant,8.0,oui,oui,oui,6 cylindres en ligne,2.998 cm³,- l/100 km,- l/100 km,250 km/h,78 litre
BMW,Série 8 Coupé,,1.305.000 DH *   * Prix public,,,,,,12 cv,,,auto. Bi-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,19 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,6 cylindres en ligne,2.993 cm³,"7,5 l/100 km","5,3 l/100 km",250 km/h,66 litre
BMW,Série 8 Coupé,,1.400.000 DH *   * Prix public,,,,,,12 cv,,,auto. Bi-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,19 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,6 cylindres en ligne,2.993 cm³,"7,5 l/100 km","5,3 l/100 km",250 km/h,66 litre
BMW,Série 8 Coupé,,1.530.000 DH *   * Prix public,,,,,,25 cv,,,auto. Bi-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,20 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,8 cylindres en V,4.395 cm³,"13,8 l/100 km","7,7 l/100 km",250 km/h,66 litre
BMW,Série 8 Coupé,,1.580.000 DH *   * Prix public,,,,,,25 cv,,,auto. Bi-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,20 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,8 cylindres en V,4.395 cm³,"13,8 l/100 km","7,7 l/100 km",250 km/h,66 litre
BMW,Série 8 Coupé,,1.860.000 DH *   * Prix public,,,,,,25 cv,,,auto. Bi-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,20 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,8 cylindres en V,4.395 cm³,"15,1 l/100 km","7,9 l/100 km",250 km/h,66 litre
BMW,Série 8 Coupé,,2.072.000 DH *   * Prix public,,,,,,25 cv,,,auto. Bi-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,20 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,8 cylindres en V,4.395 cm³,"15,2 l/100 km","8,0 l/100 km",250 km/h,66 litre
BMW,Série 8 Cabriolet,,1.470.000 DH *   * Prix public,,,,,,12 cv,,,auto. Bi-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,19 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,6 cylindres en ligne,2.993 cm³,"8,3 l/100 km","5,8 l/100 km",250 km/h,66 litre
BMW,Série 8 Cabriolet,,1.660.000 DH *   * Prix public,,,,,,25 cv,,,auto. Bi-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,20 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,8 cylindres en V,4.395 cm³,"14,2 l/100 km","8,1 l/100 km",250 km/h,66 litre
BMW,Série 8 Cabriolet,,2.175.000 DH *   * Prix public,,,,,,25 cv,,,auto. Bi-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,20 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,8 cylindres en V,4.395 cm³,"15,2 l/100 km","8,0 l/100 km",250 km/h,66 litre
BMW,Série 8 Gran Coupé,,1.271.000 DH *   * Prix public,,,,,,12 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,19 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,6 cylindres en ligne,2.993 cm³,"7,5 l/100 km","5,3 l/100 km",250 km/h,68 litre
BMW,Série 8 Gran Coupé,,1.380.000 DH *   * Prix public,,,,,,12 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,19 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,6 cylindres en ligne,2.993 cm³,"7,5 l/100 km","5,3 l/100 km",250 km/h,68 litre
BMW,Série 8 Gran Coupé,,1.523.000 DH *   * Prix public,,,,,,25 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,19 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,8 cylindres en V,4.395 cm³,"13,8 l/100 km","7,7 l/100 km",250 km/h,68 litre
BMW,Série 8 Gran Coupé,,1.575.000 DH *   * Prix public,,,,,,25 cv,,,auto. Bi-zone,Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,oui,oui,oui,19 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,8 cylindres en V,4.395 cm³,"13,8 l/100 km","7,7 l/100 km",250 km/h,68 litre
BMW,Série 8 Gran Coupé,,1.790.000 DH *   * Prix public,,,,,,25 cv,,,auto. Bi-zone,Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,,oui,non,oui,oui,20 pouces,oui,oui,non,Rigide,6.0,oui,oui,oui,8 cylindres en V,4.395 cm³,"15,1 l/100 km","7,9 l/100 km",250 km/h,68 litre
